"","acceptedNameUsage","accessRights","adm1","adm2","associatedTaxa","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http://unknown.org/classs","http://unknown.org/occurrenceDetails","identificationID","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","locality","locationAccordingTo","locationID","lon","modified","month","municipality","nameAccordingTo","namePublishedInYear","nomenclaturalCode","nomenclaturalStatus","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","organismQuantity","organismQuantityType","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate"
"171",NA,NA,"Rio Grande do Sul",NA,NA,"PRESERVED_SPECIMEN",NA,"25000","Pinopsida",194,"Fazebnda do Cilho, Rio Grande do Sul, Brazil","HUCS",NA,NA,NA,"Brazil",77,NA,"52b78a58-c84a-4370-bb14-b27a007d5da6","HUCS - Herbário da Universidade de Caxias do Sul","2005-02-01T00:00:00.000+0000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-01-09T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077498714","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wasum, R.","BRA:UCS:HUCS:0000025000",NA,NA,NA,"UCS",NA,NA,NA,"BR",1077498714,"Plantae",6,"pt","2017-10-30T14:08:30.052+0000","2017-09-30T15:09:28.079+0000","2017-09-30T15:08:58.595+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Fazebnda do Cilho",NA,NA,NA,NA,1,"Bom Jesus",NA,NA,NA,NA,"BRA:UCS:HUCS:0000025000","orla da mata",NA,"Pinales",640,NA,NA,NA,NA,"Universidade de Caxias do Sul (UCS)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","7cf67ac2-f2f2-42bd-92e4-c2eac0b21039","Wasum, R.; Borges, C.","2400",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","HUCS - Herbário da Universidade de Caxias do Sul",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2005,2017-11-13
"172",NA,NA,"Sc",NA,NA,"PRESERVED_SPECIMEN",NA,"96342","Pinopsida",194,"Mata do Seminário, Sc, Brazil","PACA_AGP",NA,NA,NA,"Brazil",50,NA,"fe8c1017-5941-4703-8f81-5023028a32ab","PACA-AGP - Herbarium Anchieta",NA,1,NA,NA,NA,NA,NA,550,0,NA,NA,"2005-02-01T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1426733705","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Zanotto","BRA:IAP:PACA_AGP:0000096342",NA,NA,NA,"IAP",NA,NA,NA,"BR",1426733705,"Plantae",6,"pt","2017-03-03T13:41:23.788+0000","2017-02-16T17:59:40.070+0000","2017-02-01T15:03:31.366+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Mata do Seminário",NA,NA,NA,NA,2,"Maravilha",NA,NA,NA,NA,"BRA:IAP:PACA_AGP:0000096342",NA,NA,"Pinales",640,NA,NA,NA,NA,"Instituto Anchietano de Pesquisas (IAP)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","94a9c3b2-d54d-4938-811b-e91e091eeb28","M. Zanotto",NA,NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","PACA-AGP - Herbarium Anchieta",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2005,2017-11-13
"173",NA,NA,"Sc",NA,NA,"PRESERVED_SPECIMEN",NA,"96342","Pinopsida",194,"Mata do Seminário, Sc, Brazil","PACA-AGP",NA,NA,NA,"Brazil",74,NA,"fe8c1017-5941-4703-8f81-5023028a32ab","PACA-AGP - Herbarium Anchieta",NA,1,NA,NA,NA,NA,NA,550,0,NA,NA,"2005-02-01T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1086808039","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Zanotto","BRA:IAP:PACA-AGP:0000096342",NA,NA,NA,"IAP",NA,NA,NA,"BR",1086808039,"Plantae",6,"pt","2017-10-30T14:25:06.005+0000","2017-08-01T15:24:44.457+0000","2017-08-01T15:23:59.667+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Mata do Seminário",NA,NA,NA,NA,2,"Maravilha",NA,NA,NA,NA,"BRA:IAP:PACA-AGP:0000096342",NA,NA,"Pinales",640,NA,NA,NA,NA,"Instituto Anchietano de Pesquisas (IAP)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","94a9c3b2-d54d-4938-811b-e91e091eeb28","M. Zanotto",NA,NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","PACA-AGP - Herbarium Anchieta",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2005,2017-11-13
"174",NA,NA,"Connecticut","Tolland County",NA,"PRESERVED_SPECIMEN",NA,"CONN00055520","Pinopsida",194,"University of Connecticut Ecology and Evolutionary Biology Greenhouses, Connecticut, Tolland County, United States","CONN",NA,NA,1,"United States",19,"53838","5288946d-5fcf-4b53-8fd3-74f4cc6b53fc",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-02-08T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"United States","415932259","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,"no date. Topozone. TopoZone.com © Maps a la carte, Inc. - All rights reserved.",NA,NA,"Gymnospermae",NA,NA,NA,NA,NA,"urn:catalog:UConn:CONN:CONN00055520",NA,NA,NA,"UConn",NA,NA,NA,"US",415932259,"Plantae",6,NA,"2015-11-26T12:27:58.343+0000","2017-02-16T17:59:40.049+0000","2015-11-26T12:27:58.535+0000",41.81027,"http://creativecommons.org/licenses/by/4.0/legalcode","University of Connecticut Ecology and Evolutionary Biology Greenhouses","seconds added from gazetteer",NA,-72.25583,NA,2,"Mansfield, Storrs",NA,NA,NA,NA,NA,"Brazil, 500-1800 m elevation in subtropical forests. Tree, usually 25-35 m tall, with a straight trunk and horizontal branches, becoming flat-topped with age. Bark finely scaly, resinous, striated horizontally. Branchlets arranged in whorls of 4-8 (C. Morse). USDA Zone: 9-12. Accession #: 198501396. Plant used for EEB 271 Lab.",NA,"Pinales",640,NA,NA,NA,NA,NA,NA,"Tracheophyta",7707728,NA,"Araucaria angustifolia (Bertol.) Kuntze","DWC_ARCHIVE","US","1ef55060-54da-11dd-9d47-b8a03c50a862","Christopher T. Martine","968",NA,"sterile/vegetative",NA,NA,NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,NA,NA,NA,NA,"8 Feb 2005","University of Connecticut Ecology and Evolutionary Biology Greenhouses",NA,NA,NA,2005,2017-11-13
"175",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JMS00895","Pinopsida",194,"Depto. La Libertad, Antiguo Cuscatlán, Jardín Botánico La Laguna, Zona 15, El Salvador","Herbarium LAGU",NA,NA,NA,"El Salvador",10,NA,"98407d8d-ff58-4298-90f1-0d59f3421df2",NA,NA,1,NA,NA,NA,NA,NA,805,NA,NA,NA,"2005-04-01T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"El Salvador","1585287830","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J.Monterrosa (LAGU) 2005-04-05",NA,NA,NA,NA,"LAGU",NA,NA,NA,"SV",1585287830,"Plantae",6,NA,"2017-10-31T11:07:21.499+0000","2017-10-03T14:58:31.220+0000","2017-08-02T07:55:34.139+0000",13.66667,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Depto. La Libertad, Antiguo Cuscatlán, Jardín Botánico La Laguna, Zona 15",NA,NA,-89.25,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Pinales",640,NA,NA,NA,NA,NA,NA,"Tracheophyta",7707728,NA,NA,"BIOCASE","DE","57254bd0-8256-11d8-b7ed-b8a03c50a862","Monterrosa,J.",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2017-11-13
"176",NA,NA,"Paraná",NA,NA,"PRESERVED_SPECIMEN",NA,"50592","Pinopsida",194,"Mananciais da Serra, Paraná, Brazil","UPCB",NA,NA,NA,"Brazil",74,NA,"a51fa32f-831d-49d6-8b8a-c7b52ae65b3b","UPCB - Herbário do Departamento de Botânica","2005-01-01T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-04-01T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1086655493","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reginato, M.","BRA:UFPR:UPCB:0000050592",NA,NA,NA,"UFPR",NA,NA,NA,"BR",1086655493,"Plantae",6,"pt","2017-10-30T14:09:59.593+0000","2017-08-31T15:09:41.476+0000","2017-08-31T15:08:43.062+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Mananciais da Serra",NA,NA,NA,NA,4,"Piraquara",NA,NA,NA,NA,"BRA:UFPR:UPCB:0000050592",NA,NA,"Pinales",640,NA,NA,NA,NA,"Universidade Federal do Paraná, UFPR",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","Reginato, M.","400",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","UPCB - Herbário do Departamento de Botânica",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2005,2017-11-13
"177",NA,NA,"Rio Grande do Sul",NA,NA,"PRESERVED_SPECIMEN",NA,"43669","Pinopsida",194,"Campos de Cima da Serra; Potreiro Velho, Estação Ecológica Estadual Aratinga., Rio Grande do Sul, Brazil","HAS",NA,NA,NA,"Brazil",75,NA,"c525b217-2f59-4b71-a173-68d13da5e8a7","HAS - Herbário Alarich Rudolf Holger Schultz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-04-01T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077443335","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRA:MCN/FZBRS:HAS:0000043669",NA,NA,NA,"Museu de Ciências Naturais - Fundação Zoobotânica do Rio Grande do Sul (MCN-FZBRS)",NA,NA,NA,"BR",1077443335,"Plantae",6,"pt","2017-10-30T14:26:54.189+0000","2017-09-30T15:26:55.635+0000","2017-09-30T15:26:45.823+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Campos de Cima da Serra; Potreiro Velho, Estação Ecológica Estadual Aratinga.",NA,NA,NA,NA,4,"São Francisco de Paula",NA,NA,NA,NA,"BRA:MCN/FZBRS:HAS:0000043669","Mata com araucária; árvore; Projeto Mata Atlântica; Vulnerável.",NA,"Pinales",640,NA,NA,NA,NA,"Museu de Ciências Naturais - Fundação Zoobotânica do Rio Grande do Sul (MCN-FZBRS)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","f9357933-83d3-4548-803c-4cae52ebff40","Senna, R.M.","891",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","HAS - Herbário Alarich Rudolf Holger Schultz",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2005,2017-11-13
"178",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"3695","Pinopsida",194,"Fazenda Gateados, Santa Catarina, Brazil","CNMT",NA,NA,NA,"Brazil",76,NA,"c3cf0200-8818-40cc-bec3-039aad7625c6","CNMT - Herbário Centro Norte Mato Grossense",NA,3,NA,NA,NA,NA,NA,900,0,NA,NA,"2005-05-03T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077304694","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRA:UFMT:CNMT:0000003695",NA,NA,NA,"Universidade Federal de Mato Grosso (UFMT)",NA,NA,NA,"BR",1077304694,"Plantae",6,"pt","2017-10-30T14:18:49.308+0000","2017-02-16T17:59:40.009+0000","2015-10-10T13:29:37.078+0000",-27.988889,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Fazenda Gateados",NA,NA,-50.803611,NA,5,"Campo Belo do Sul",NA,NA,NA,NA,"BRA:UFMT:CNMT:0000003695","Cerca de 20 m de altura",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Federal de Mato Grosso (UFMT)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","ea79c3f0-78b4-4614-9c17-b991662bd18d","Pereira-Silva, G.; Moreira, A.G.","100000",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","CNMT - Herbário Centro Norte Mato Grossense",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2005,2017-11-13
"179",NA,NA,"São Paulo",NA,NA,"PRESERVED_SPECIMEN",NA,"46142","Pinopsida",194,"Estrada do Bairro Puruba (PESM - Núcleo Santa Virgínia), São Paulo, Brazil","IAC",NA,NA,NA,"Brazil",78,NA,"1064b787-c882-493e-b17d-4ffba363b776","IAC - Herbário do Instituto Agronômico de Campinas","2005-06-28T00:00:00.000+0000",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-06-28T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1090573008","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M.A.C. Pilla","BRA:IAC:IAC:0000046142",NA,NA,NA,"IAC",NA,NA,NA,"BR",1090573008,"Plantae",6,"pt","2017-10-30T14:12:57.722+0000","2017-07-01T13:33:02.338+0000","2017-07-01T13:32:34.664+0000",-23.2217,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Estrada do Bairro Puruba (PESM - Núcleo Santa Virgínia)",NA,NA,-45.31,NA,6,"São Luís do Paraitinga",NA,NA,NA,NA,"BRA:IAC:IAC:0000046142","Nome popular: pinhão",NA,"Pinales",640,NA,NA,NA,NA,"Instituto Agronômico de Campinas, IAC",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","c47cd3b0-2178-4a4b-87a6-740b482970a9","M.A.C. Pilla","175",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","IAC - Herbário do Instituto Agronômico de Campinas",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2005,2017-11-13
"180",NA,NA,"Illinois","Champaign Co.",NA,"PRESERVED_SPECIMEN",NA,"1085447","Pinopsida",194,"Campaign. 1411 Winding Lane; private residence. Thomasboro 7.5' quadrangle, Illinois, Champaign Co., United States, NORTH_AMERICA",NA,NA,"NORTH_AMERICA",NA,"United States",15,NA,"d415c253-4d61-4459-9d25-4015b9084fb0",NA,NA,26,NA,NA,NA,NA,NA,231,0,NA,NA,"2005-06-26T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"United States","1097377702","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/vh/specimen.php?irn=1233624",NA,NA,"43adf548-40b3-4444-a4b6-e5b76aff5f4f",NA,NA,NA,"NY",NA,NA,NA,"US",1097377702,"Plantae",6,"en","2015-11-17T15:30:03.960+0000","2017-02-16T17:59:39.922+0000","2015-11-17T15:30:04.475+0000",40.1297,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Campaign. 1411 Winding Lane; private residence. Thomasboro 7.5' quadrangle",NA,NA,-88.2486,NA,6,NA,NA,NA,"ICBN",NA,"43adf548-40b3-4444-a4b6-e5b76aff5f4f",NA,NA,"Pinales",640,NA,NA,NA,NA,NA,NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","US","ae447c50-b8a8-11d8-92a4-b8a03c50a862","S. R. Hill","36440",NA,NA,NA,"The New York Botanical Garden",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,2005,2017-11-13
"181",NA,NA,"São Paulo",NA,NA,"PRESERVED_SPECIMEN",NA,"144883","Pinopsida",194,"Entorno da lagoa principal, São Paulo, Brazil","UEC",NA,NA,NA,"Brazil",72,NA,"7741a517-ab3d-4b85-ae58-56322e44c8ce","UEC - Herbário da Universidade Estadual de Campinas",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-10-07T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1089086433","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRA:UNICAMP:UEC:0000144883",NA,NA,NA,"UNICAMP",NA,NA,NA,"BR",1089086433,"Plantae",6,"pt","2017-11-06T18:35:21.272+0000","2017-09-21T16:47:19.152+0000","2017-04-08T12:39:44.260+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Entorno da lagoa principal",NA,NA,NA,NA,10,"Campinas",NA,NA,NA,NA,"BRA:UNICAMP:UEC:0000144883","Árvore de 7m.",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Estadual de Campinas, UNICAMP",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","d073b448-6b80-4364-8c38-18d08b88797f","Ikemoto, E.","05162",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","UEC - Herbário da Universidade Estadual de Campinas",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2005,2017-11-13
"182",NA,NA,"Antioquia","Medellín",NA,"PRESERVED_SPECIMEN","http://www.tropicos.org/Specimen/3624493","3624493","Pinopsida",194,"Antioquia, Medellín, Colombia, SOUTH_AMERICA","MO","http://biocol.org/urn:lsid:biocol.org:col:15859","SOUTH_AMERICA",NA,"Colombia",18,NA,"7bd65a7a-f762-11e1-a439-00145eb45e9a","Tropicos","2009-01-01T00:00:00.000+0000",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-11-24T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Colombia","1261056609","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antioquia Checklist","urn:catalog:MO:Tropicos:3624493",NA,NA,NA,"MO",NA,NA,NA,"CO",1261056609,"Plantae",6,NA,"2016-06-06T11:25:20.452+0000","2017-02-16T17:59:39.889+0000","2016-03-21T16:33:38.686+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,"2012-04-04T17:07:00.000+0000",11,NA,NA,NA,"ICNafp","No opinion","urn:catalog:MO:Tropicos:3624493",NA,NA,"Pinales",640,NA,NA,NA,NA,"MOBOT",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","US","90fd6680-349f-11d8-aa2d-b8a03c50a862","Juan  G. Vélez|J. Blandón","Velez 6828",NA,NA,NA,"Missouri Botanical Garden",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,"2300003",2684940,NA,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,2005,2017-11-13
"183",NA,NA,"Paraná",NA,NA,"PRESERVED_SPECIMEN",NA,"0026","Pinopsida",194,"Unicentro, Paraná, Brazil","HUCO",NA,NA,NA,"Brazil",79,NA,"1a86be2b-aa83-424a-9e55-9f6ee344fdfc","HUCO - Herbário da Universidade Estadual do Centro-Oeste",NA,1,NA,NA,NA,NA,NA,9999,0,NA,NA,"2005-11-01T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1090676052","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nascimento, J.C.F.","BRA:UNICENTRO:HUCO:0000000026",NA,NA,NA,"Universidade Estadual do Centro-Oeste (UNICENTRO)",NA,NA,NA,"BR",1090676052,"Plantae",6,"pt","2017-10-30T14:07:21.297+0000","2017-09-21T16:08:30.002+0000","2017-08-31T15:06:42.186+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Unicentro",NA,NA,NA,NA,11,"Irati",NA,NA,NA,NA,"BRA:UNICENTRO:HUCO:0000000026","Remanescente de Floresta Ombrófila Mista; HABITAT: Remanescente de Floresta Ombrófila Mista",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Estadual do Centro-Oeste (UNICENTRO)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","6c81b062-97ab-4c42-a0bc-c1d814db7104","Nascimento, J.C.F.","s.n.",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","HUCO - Herbário da Universidade Estadual do Centro-Oeste",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2005,2017-11-13
"184",NA,NA,"Paraná",NA,NA,"PRESERVED_SPECIMEN",NA,"42995","Pinopsida",194,"Fazenda Califórnia de Henrique Sato, Paraná, Brazil","FUEL",NA,NA,NA,"Brazil",70,NA,"78dcee36-b0a2-4679-802d-bc0b5016518b","FUEL - Herbário da Universidade Estadual de Londrina","2006-01-01T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,1050,0,NA,NA,"2005-01-01T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1086959042","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estevan, DA","BRA:UEL:FUEL:0000042995",NA,NA,NA,"Universidade Estadual de Londrina, UEL",NA,NA,NA,"BR",1086959042,"Plantae",6,"pt","2017-08-31T15:29:30.304+0000","2017-08-31T15:30:02.975+0000","2017-08-31T15:29:30.419+0000",-24.143083,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Fazenda Califórnia de Henrique Sato",NA,NA,-50.308417,NA,NA,"Ventania",NA,NA,NA,NA,"BRA:UEL:FUEL:0000042995",NA,NA,"Pinales",640,NA,NA,NA,NA,"Universidade Estadual de Londrina, UEL",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","eec37c7c-2dce-440e-8de1-966214931e74","Estevan, DA; et al.","1069",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","FUEL - Herbário da Universidade Estadual de Londrina",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2005,2017-11-13
"185",NA,NA,"Rs",NA,NA,"PRESERVED_SPECIMEN",NA,"9815","Pinopsida",194,"Rs, Brazil","HPBR",NA,NA,NA,"Brazil",79,NA,"5c48df96-034b-40f2-837e-077ed82dfd6b","HPBR - Herbário Padre Balduino Rambo",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-04-15T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1087487429","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRA:URICER:HPBR:0000009815",1,NA,NA,"Universidade Regional Integrada do Alto Uruguai e das Missões (URI)",NA,NA,NA,"BR",1087487429,"Plantae",6,"pt","2017-10-30T14:27:24.399+0000","2017-10-30T14:27:28.482+0000","2017-10-30T14:27:24.448+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,4,"Erechim",NA,NA,NA,NA,"BRA:URICER:HPBR:0000009815",NA,NA,"Pinales",640,NA,NA,NA,NA,"Universidade Regional Integrada do Alto Uruguai e das Missões (URI)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","1952cfdb-1666-48ae-a40e-61472c0b4ba9","ZANIN, E. M.",NA,NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","HPBR - Herbário Padre Balduino Rambo",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2004,2017-11-13
